020809600000300824104060700206000030030070509090401007540003000008605000900020108,327849615659317824184562793276958431431276589895431267542183976718695342963724158
050008046109000500030007009001020705000860900804005001407206803380400100206100050,752918346149632578638547219961324785573861924824795631417256893385479162296183457
000608102300040005000529800002050700084001090100380006860070300090000540057200010,945638172328147965716529834632954781584761293179382456861475329293816547457293618
140785000800004001700090003000030246310008059050200008097003005006042300000000960,143785692869324571725196483978531246312468759654279138497613825586942317231857964
040709560006003180000000902100002007204906300030041090003680000790034005025000400,842719563976523184351468972169352847284976351537841296413685729798234615625197438
208670000703090054000100020007080040060902305100034809902060000500807091400000006,248675913713298654659143728397586142864912375125734869982461537536827491471359286
060309002002070600070000495000080501800704000309050070600002948030100206005840100,564319782982475613173268495746983521851724369329651874617532948438197256295846137
001429006000000702086010409500840000003700120140300500057006000000200078900004360,731429856495638712286517439572841693863795124149362587357986241614253978928174365
400010000005070680873040950590400720380600000000002003016500470000900002204001509,469815237125379684873246951591438726382697145647152893916523478758964312234781569
030040085006020000010506000070010908001750000620309407000908502403260100900000036,239147685546823791718596324374612958891754263625389417167938542483265179952471836
270893100090704300608050000000546071020010049000900600000000750140080020309420000,274893165591764382638251497983546271726318549415972638862139754147685923359427816
000007000204000900890003051000076503901000420000402086058000200700314000006800019,615987342234651978897243651482176593961538427573492186158769234729314865346825719
400210009205000600068900403809000100050049070726000008000070051607305800030190002,473216589295483617168957423849762135351849276726531948982674351617325894534198762
706000205500007040020300980000230706001008003000974100038000019400100000209605300,786419235593827641124356987845231796971568423362974158638742519457193862219685374
196005030040300007500600109001004060600850093003720804002180005700090200480000000,196275438248319657537648129871934562624851793953726814362187945715493286489562371
100604080209087300600000102001540290800030000007000005080210050030009600006073904,173624589259187346648395172361548297895732461427961835984216753732459618516873924
000410600620009051080003090060800324500301870700000000000920007005046908804007010,957412683623789451481653792169875324542361879738294165316928547275146938894537216
001009005302800100074031060030000420000670009008002000020046050809050007007090613,681429735352867194974531862736985421215674389498312576123746958869153247547298613
090030000740001065006500920004000013000070000631020809050300008002006004100908750,295637481748291365316584927574869213829173546631425879457312698982756134163948752
960025800008010400004300702700050003240600007005001609010000050080090104073046020,967425831328917465154368792796854213241639587835271649419782356682593174573146928
005300496920100000084007003709031002032094500000805070540068900000000010067000085,175382496923146758684957123759631842832794561416825379541268937298573614367419285
000350012200001450700060300068000104000980005030706000009048261010007000506020890,684359712293871456751462389968235174127984635435716928379548261812697543546123897
004008261200900075006100900070080090092300600800050300000624000503001700040700810,934578261218963475756142983375286194492317658861459327187624539523891746649735812
000602451000009003003050806800306040007100020540000009039000507102070060060084300,978632451654819273213457896821396745397145628546728139439261587182573964765984312
005080109003760000200059030607001000429600710000200084106000548590000020030000006,745382169913764852268159437687541293429638715351297684176923548594876321832415976
008000006014005327250060004890027000030900600000034180503400000002001740007086503,378142956614895327259763814891627435435918672726534189583479261962351748147286593
090703001000200050065910028017009600420080003300026100901000000008030007004600035,892753461143268759765914328517349682426187593389526174931875246658432917274691835
003000020600001598009604700027900631806000050050700000040038200198200000000507100,513879426674321598289654713427985631836412957951763842745138269198246375362597184
070180062000090800030006501028307109300005670400000008509708200010460000200000043,975183462162594837834276591628347159391825674457619328549738216713462985286951743
043180000970030004002600900000900570026400801010005203005216007031000460800090050,643189725978532614152647938384921576526473891719865243495216387231758469867394152
030508041020000509018400002005007000000269030004305160900800000070003054601074800,739528641426731589518496372365147298187269435294385167943852716872613954651974823
030090070600380020209000504063001007070830000002004085054918200000750900106200000,531492876647385129289167534863521497475839612912674385754918263328756941196243758
000100070000005280920000506290876005083900000005030400800043000300009060467020310,548162973736495281921387546294876135183954627675231498819643752352719864467528319
480507010900000604523100000008060370100908002045000080000009700060200901710804020,486597213971382654523146897298461375137958462645723189352619748864275931719834526
200001075000030080600957300009740250304590108008610009095020030000480016000000400,243861975957234681681957324169748253374592168528613749495126837732489516816375492
806100594050000270002090006019007620608050000720003008001326900000800153400700000,836172594954638271172594386319487625648251739725963418581326947267849153493715862
007005809000310040342800017038760020054009008260000900170000000009400600080932000,617245839895317246342896517938764125754129368261583974173658492529471683486932751
400510768702000100050084009200960083000000490018030007007000002600073040531008000,493512768782396154156784239274961583365827491918435627847659312629173845531248976
600002000010009040700510906469000700030048200005630001802100050000070003300426070,694382517518769342723514986469251738137948265285637491872193654946875123351426879
090000000003062780058000100380520900005071004210340006000098207006400530400003010,792185463143962785658734192384526971965871324217349856531698247826417539479253618
650400012000020900100800734000040380403170000079680050006500000310007049920000608,657439812834721965192856734561942387483175296279683451746598123318267549925314678
030006070100400000700210540000050160006089720840600000200103809690800032005040000,438596271152437986769218543923754168516389724847621395274163859691875432385942617
100500008407060002390004700038000401200400050006079000800035967020000030000916804,162597348487361592395824716938652471271483659546179283814235967629748135753916824
600800750000560020700109000050004830370650200001702690020001308094300010000000004,612843759948567123735129486256914837379658241481732695527491368894376512163285974
009830007000005000780090050206107400003504001100000200010400560090608032807002904,529836147631745829784291356256187493973524681148963275312479568495618732867352914
050034100270600000000007800030050080000010904502408706008503010063200040400001027,856934172271685493349127865934756281687312954512498736728543619163279548495861327
009065204000803010040000070000501630062090000800270401201008005780400063006050900,319765284627843519548912376974581632162394857853276491291638745785429163436157928
005213006060008005800050904050702038904000000002400609109080502020170800300006007,495213786267948315813657924651792438934865271782431659179384562526179843348526197
590480100002300040600015000016070009400006038209500070000807000000004583905600020,593482167172369845648715392816273459457196238239548671324857916761924583985631724
900800000071020089062100500040065038008000007700290160005010300010604090390007410,934856721571423689862179543149765238628341957753298164485912376217634895396587412
960000030000904705025100004050097060607502849002300000000001007100803400086040200,964275138318964725725138694851497362637512849492386571243651987179823456586749213
080090030106200900007301608050070400300000820621000005000950010540600309900028070,485796132136285947297341658859172463374569821621834795768953214542617389913428576
030057906904001030020000180500600000047508602210000890003800000100069708600020300,831457926964281537725936184589612473347598612216743895493875261152369748678124359
020000094008026150305000600009050420100070500006002307500001708070093006001040000,627135894948726153315489672739658421182374569456912387593261748874593216261847935
000370201040005006780020030197002000005001697304080000000090400930806005006150028,659378241243915876781624539197562384825431697364789152518297463932846715476153928
400026000063800500215307400540000300300201070000070900892060040000930860100000005,478526139963814527215397486547689312389251674621473958892165743754932861136748295
000270400201509030870000060900004027680000050003106000400091205037080010090045086,356278491241569738879413562915834627684927153723156849468391275537682914192745386
002570800470100050010023007060781520300600004080300900000000000526804030090256010,632579841479168352815423697964781523357692184281345976148937265526814739793256418
000106004010093680000250930962070000037460105045000200000940800073000510008300027,329186754514793682786254931962571348837462195145839276251947863473628519698315427
900521040063809005001000007005016324600040000009007801200403078000060000700000596,987521643463879215521634987875916324612348759349257861256493178198765432734182596
300009000400018709050402030014600900907040520060000800005193604008070000690500207,381759462426318759759462138814625973937841526562937841275193684148276395693584217
000060090040802103080750000302009060056400800000600317709030504205900070064010002,521364798647892153983751246372189465156473829498625317719236584235948671864517932
000301078048095000000600245100504080207100000006000039300080027005703600009000010,562341978748295361931678245193564782287139456456827139314986527825713694679452813
008060507205100860900070030509608071004200600003004080100507300006410000800000090,438962517275143869961875234529638471784291653613754982192587346356419728847326195
900103006300086104020700000000020047050008630010430800089000002104500780030060905,948153276375286194621749358893621547452978631716435829589317462164592783237864915
045000970000600012100003000080000047370020501002090060007052406254080000801009700,645218973793645812128973654589361247376824591412597368937152486254786139861439725
800071060045002100100409200000507490900030807380000050001243006070600002006018900,829371564745862139163459278612587493954136827387924651591243786478695312236718945
500630090130400062020080705070319000000208903200040000010000570006190240008005006,587632491139457862624981735875319624461278953293546187312864579756193248948725316
701006002004700900900320801000001240100500083603089050070200500500800000390040706,781956432234718965965324871857631249149572683623489157476293518512867394398145726
080600400003901820090002061400109600200070030078400000350008009640003250009500070,182657493763941825594382761435129687216875934978436512357268149641793258829514376
004076002500209470030010050000000803250000009080300015810700200026800030009104000,194576382568239471732418956641957823253681749987342615815763294426895137379124568
009034085006007100802500000000782040700000002508010039000040207640105090003009001,179234685456897123832561974391782546764953812528416739915348267647125398283679451
070108300003600820012090406000000207060813000495060000000000050036952080040700912,674128395953674821812395476381549267267813549495267138729481653136952784548736912
000007000081052040760890000698370050002400106017000390045010200000004980300500600,253147869981652743764893521698371452532489176417265398845916237126734985379528614
705960800810070009002003040000050000538001007091400032004006108206100954000205000,745962813813574269962813745427359681538621497691487532354796128276138954189245376
090450006070006009500300012800002050340900000005183400039008600001000708002007195,298451376173826549564379812816742953347965281925183467739518624651294738482637195
000005020038710950490602000004050280500030070016200300040001537000907000680000004,761395428238714956495682713374156289529438671816279345942861537153947862687523194
000008910002063040706090000001000090020310074058200600030802560094007003200001007,543728916912563748786194352371486295629315874458279631137842569894657123265931487
000400739950010008046008500030090276080034000600520000295100060100750003000006001,821465739957312648346978512534891276782634195619527384295143867168759423473286951
020309400079004010100060050008700930690050008400080102000078001000601094340200070,526319487879524613134867259218746935693152748457983162965478321782631594341295876
080502000065043000400009017000301800920005730304000625001897000506000090003000204,789512463165743982432689517657321849928465731314978625241897356576234198893156274
540080060036700258900100003060007081000049000702510300009402000080000034350060090,547283169136794258928156473465327981813649527792518346679432815281975634354861792
600200000091300504020040300080034000070060018005091700840007150900050063200900800,634275981791386524528149376182734695379562418465891732843627159917458263256913847
302500000800073009701248060040030850000160390000000040007091600105006000009480027,362519478854673219791248563246937851578164392913852746427391685185726934639485127
060700500850100070030000190009370060620004005070052430000500047004839000200060803,961743528852196374437285196549378261623914785178652439386521947714839652295467813
600259100000600000091087003420005680500004002083720940007000290000003401005100008,638259174754631829291487563429315687576894312183726945317548296862973451945162738
802000003750040601006000090200504900060072084508010002100003009000001730009826040,892167453753948621416235897237584916961372584548619372184753269625491738379826145
000000014020703000069000870000645003008301029570020600800500206190002050007496000,785269314421783965369154872912645783648371529573928641834517296196832457257496138
402809701001400063070030000000021000089500106200306400043058090050004208007090000,432869751591472863678135942764921385389547126215386479143258697956714238827693514
